ACTIVITY_ID,n
3400308902,2
3400308904,2
3400308905,2
3400308907,2
3400308909,2
3400308911,2
3400308914,2
3400308916,2
3400308918,2
3400308919,2
3400308921,2
3400308923,2
3400308925,2
3400308927,2
3400308929,2
3400308945,2
3400308947,2
3400308949,2
3400308951,2
3400308953,2
3400308955,2
3400308957,2
3400308959,2
3400308960,2
3400308962,2
3400308964,2
3400308965,2
3400308994,2
3400308999,2
3400309001,2
3400309003,2
3400309005,2
3400309007,2
3400309008,2
3400309010,2
3400309012,2
3400309014,2
3400309016,2
3400309021,2
3400309022,2
3400309024,2
3400309026,2
3400309028,2
3400309030,2
3400309032,2
3400309034,2
3400309035,2
3400309037,2
3400309039,2
3400309044,2
3400309046,2
3400309050,2
3400309055,2
3400309057,2
3400309059,2
3400309061,2
3400309068,2
3400309069,2
3400309071,2
3400309073,2
3400309077,2
3400309079,2
3400309081,2
3400309083,2
3400309085,2
3400309090,2
3400309092,2
3400309094,2
3400309104,2
3400309106,2
3400309108,2
3400309110,2
3400309113,2
3400309115,2
3400309117,2
3400309120,2
3400309122,2
3400309123,2
3400309128,2
3400309129,2
3400309131,2
3400309138,2
3400309144,2
3400309146,2
3400309149,2
3400309153,2
3400309155,2
3400309156,2
3400309158,2
3400309160,2
3400309166,2
3400309167,2
3400309170,2
3400309172,2
3400309174,2
3400309177,2
3400309188,2
3400309190,2
3400309192,2
3400309211,2
3400309214,2
3400309215,2
3400309217,2
3400309219,2
3400309222,2
3400309224,2
3400309228,2
3400309233,2
3400309235,2
3400309237,2
3400309240,2
3400309242,2
3400309243,2
3400309258,2
3400309260,2
3400309277,2
3400309279,2
3400309281,2
3400309282,2
3400309284,2
3400309286,2
3400309288,2
3400309289,2
3400309291,2
3400309293,2
3400309295,2
3400309297,2
3400309299,2
3400309301,2
3400309302,2
3400309304,2
3400309333,2
3400309337,2
3400309341,2
3400309343,2
3400309345,2
3400309371,2
3400309373,2
3400309375,2
3400309388,2
3400309400,2
3400309402,2
3400309404,2
3400309410,2
3400309412,2
3400309415,2
3400309417,2
3400309419,2
3400309421,2
3400309426,2
3400309428,2
3400309430,2
3400309432,2
3400309433,2
3400309437,2
3400309439,2
3400309459,2
3400309460,2
3400309462,2
3400309520,2
3400309526,2
3400309527,2
3400309565,2
3400309566,2
3400309568,2
3400309570,2
3400309572,2
3400309574,2
3400309577,2
3400309579,2
3400309583,2
3400309585,2
3400309598,2
3400309600,2
3400309602,2
3400309607,2
3400309609,2
3400309611,2
3400309613,2
3400309614,2
3400309616,2
3400309620,2
3400309622,2
3400309624,2
3400309652,2
3400309654,2
3400309656,2
3400309657,2
3400309660,2
3400309667,2
3400309669,2
3400309671,2
3400309673,2
3400309674,2
3400309676,2
3400309678,2
3400309690,2
3400309691,2
3400309693,2
3400309697,2
3400309706,2
3400309707,2
3400309709,2
3400309711,2
3400309712,2
3400309714,2
3400309715,2
3400309717,2
3400309719,2
3400309721,2
3400309753,2
3400309755,2
3400309757,2
3400309770,2
3400309774,2
3400309775,2
3400309777,2
3400309779,2
3400309781,2
3400309783,2
3400309785,2
3400309787,2
3400309789,2
3400309791,2
3400309792,2
3400309798,2
3400309800,2
3400309804,2
3400309805,2
3400309808,2
3400309825,2
3400309828,2
3400309830,2
3400309832,2
3400309836,2
3400309838,2
3400309839,2
3400309841,2
3400309847,2
3400309849,2
3400309851,2
3400309853,2
3400309854,2
3400309856,2
3400309859,2
3400309862,2
3400309865,2
3400309871,2
3400309874,2
3400309877,2
3400309880,2
3400309883,2
3400309885,2
3400309887,2
3400309890,2
3400309893,2
3400309894,2
3400309897,2
3400309901,2
3400309904,2
3400309907,2
3400309913,2
3400309916,2
3400309918,2
3400309921,2
3400309932,2
3400309946,2
3400309950,2
3400309956,2
3400309962,2
3400309965,2
3400309968,2
3400309971,2
3400309973,2
3400309976,2
3400309978,2
3400309981,2
3400309984,2
3400309988,2
3400309990,2
3400309993,2
3400310002,2
3400310005,2
3400310009,2
3400310012,2
3400310018,2
3400310021,2
3400310024,2
3400310027,2
3400310049,2
3400310054,2
3400310061,2
3400310064,2
3400310075,2
3400310080,2
3400310083,2
3400310087,2
3400310099,2
3400310102,2
3400310105,2
3400310108,2
3400310111,2
3400310115,2
